unmittelbare Anstellung,Q506999,,Q-1770 Person,1771,1772,neu / weg / unverändert / andere Quali,Qualifikation 1,Qualifikation 2,Qualifikation 3,Qualifikation 4,,Ort,Titel,Adlesrang,Vorname1,Vorname2,Vorname3,Vorname4,Vorname5,Nachname
Hof-Befreyte,Q506918,,Q507658,Johann Gottfried Brautgam,Johann Gottfried Brautgam,unverändert,Cammer-Factor ,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,Q507721,Johann Georg Blumenau,Johann Georg Blumenau,unverändert,Cammer-Factor ,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,Q507786,Josef Christoph Hermann,Josef Christoph Hermann,unverändert,Cammer-Factor ,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,Q259344,Johann Friedrich Wenig,Johann Friedrich Wenig,andere Qualli,Eisen-Factor zu Tonna,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,Q513173,Johann Georg Hildebrand,Johann Georg Hildebrand,unverändert,Factor,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,Q507574,Johann Christian Bomberg,Johann Christian Bomberg,unverändert,Factor,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,Q507922,Ernst Philipp Rammelberg,Ernst Philipp Rammelberg,unverändert,Factor,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,Q507381,Michael Daniel Flor,Michael Daniel Flor,unverändert,Factor,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,Q507497,Tobias Querner,Tobias Querner,unverändert,Factor,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,,Johann Jäningen,Johann Jäningen,andere Qualli,Factor zu Altenburg,,,,,,,,,,,,,
Hof-Befreyte,Q506918,,,Friedrich Christioh Albrecht,Friedrich Christioh Albrecht,neu,Factor,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,Georg von Hardenberg,Georg von Hardenberg,unverändert,Ober Stallmeister,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,,,,,,,,,,seine Excellens,,,,,,,
Herzogliche Marstall,Q506928,,Q507983,Christian Georg von Helmoldt,Christian Georg von Helmoldt,unverändert,Stallmeister,Cammerherr,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507365,Johann Gottlob Becker,Johann Gottlob Becker,unverändert,Ober-Bereuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507583,Otto Anton Otto,Otto Anton Otto,unverändert,Bereuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,,Johann Friedrich Erdmann Schneider,neu,Scholar,,,,,,,,Johann,Friedrich,Erdmann,,,Schneider
Herzogliche Marstall,Q506928,,Q192441,Peter Michael Wolfram,Peter Michael Wolfram,unverändert,Futter-Schreiber,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507471,Johann Gottlieb Heidenreich,Johann Gottlieb Heidenreich,unverändert,Hofstall-Posamentirer,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q160734,Sebastian Heinrich Engelhardt,Sebastian Heinrich Engelhardt,unverändert,Stallmahler,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507433,Gottfried Christ,Gottfried Christ,unverändert,Wagenmeister,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507904,Johann Heinrich Riede,Johann Heinrich Riede,unverändert,Leibknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q513376,,,weg,Stallknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507625,Siegmund Angelroth,Siegmund Angelroth,unverändert,Hofwagner,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507437,August Caspar Eißfeld,August Caspar Eißfeld,unverändert,Hofsattler,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507317,Gottfried Nicolaus Mücke,Gottfried Nicolaus Mücke,unverändert,Hofriemer,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507682,Heinrich Christoph Eccarius,Heinrich Christoph Eccarius,unverändert,Hofwagner,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507104,Johann Georg Trinks,Johann Georg Trinks,unverändert,Stallschneider,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507510,Johann Christian Schnabel,Johann Christian Schnabel,unverändert,Stallkürschner,,,,,,,,,,,,,
Herzogliche Marstall,,,,Christoph Henneberg,Christoph Henneberg,unverändert,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507933,Ernst Rauschelbach,Ernst Rauschelbach,unverändert,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507411,Georg Nicolaus Dingetal,Georg Nicolaus Dingetal,unverändert,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507941,Matthäus Altenbrecher,Matthäus Altenbrecher,unverändert,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507731,Fiedrich Wilhelm Bobritz,,weg,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507921,Valentin Cramer,Valentin Cramer,unverändert,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,Johann Conrad Fliedner,Johann Conrad Fliedner,unverändert,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,Johann Heinrich Höhn,Johann Heinrich Höhn,unverändert,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507558,,,weg,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507629,Johann Carl Kraußer,Johann Carl Kraußer,unverändert,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,,Jacob Fischer,neu,Reitknecht,,,,,,,,Jacob,,,,,Fischer
Herzogliche Marstall,Q506928,,,Johann Ernst Konther,,weg,Reitknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507402,Johann Stephan Dierfeld,Johann Stephan Dierfeld,unverändert,Leibkutscher,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,,Friedrich Wilhelm Bobritz,neu,Leibkutscher,,,,,,,,Friedrich,Wilhelm,,,,Bobritz
Herzogliche Marstall,Q506928,,Q98159,Johann Christoph Müller,,weg,Leibkutscher,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507511,Valentin Matthäi,Valentin Matthäi,unverändert,Wagenhaler,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507388,Johann Michael Wenk,Johann Michael Wenk,unverändert,Wagenhaler,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507802,,,weg,Gutscher,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507937,,,weg,Gutscher,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507960,,,weg,Gutscher,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507905,Johann Heinrich Helbing,Johann Heinrich Helbing,unverändert,Gutscher,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507953,Johann Nicolaus Schröder,Johann Nicolaus Schröder,unverändert,Gutscher,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q513382,,,weg,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507733,Johann Andreas Bobritz,Johann Andreas Bobritz,unverändert,Gutscher,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,,Christoph Simon Flidner,neu,Gutscher,,,,,,,,Christoph,Simon,,,,Flidner
Herzogliche Marstall,Q506928,,,,Johann Jonas Schüchner,neu,Gutscher,,,,,,,,Johann,Jonas,,,,Schüchner
Herzogliche Marstall,Q506928,,Q513404,,,weg,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507966,,,weg,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507448,David Samuel Brüheim,David Samuel Brüheim,unverändert,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507611,Johann Jonas Schüchner,,weg,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,Friedrich Wilhelm Bobritz,,weg,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507579,Johann Jacob Böttger,Johann Jacob Böttger,unverändert,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,,Christoph Gotthelf Buckel,neu,Vorreuter,,,,,,,,Christoph,Gotthelf,,,,Buckel
Herzogliche Marstall,Q506928,,,,Fridrich Reichenbach,neu,Vorreuter,,,,,,,,Fridrich,,,,,Reichenbach
Herzogliche Marstall,Q506928,,,,Johann David Jung,neu,Vorreuter,,,,,,,,Johann,David,,,,Jung
Herzogliche Marstall,Q506928,,,,Johann Georg Böttcher,neu,Vorreuter,,,,,,,,Johann,Georg,,,,Böttcher
Herzogliche Marstall,Q506928,,,,,weg,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,,,weg,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,,,weg,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507467,,,weg,Vorreuter,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q513400,Johann Georg Fischer,Johann Georg Fischer,unverändert,Kaleschenknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507117,Gottfried Kirst,Gottfried Kirst,unverändert,Kaleschenknecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507328,,,weg,Reitschmiedt,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507931,Johann Matäus Rausch,Johann Matäus Rausch,unverändert,Reitschmiedt,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,,,Andreas Seyfart,neu,Handlanger,,,,,,,,Andreas,,,,,Seyfart
Herzogliche Marstall,Q506928,,Q507883,Wilhelm Seyfart,,weg,Handlanger,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507453,David Göpfer,David Göpfer,unverändert,Knecht bei den Baupferden,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q42240,Johann Christian Schönau,Johann Christian Schönau,unverändert,Maultier-Knecht,,,,,,,,,,,,,
Herzogliche Marstall,Q506928,,Q507853,Philipp Fiedler,Philipp Fiedler,unverändert,Maultier-Knecht,,,,,,,,,,,,,
Studerei-Bediente,Q506825,,Q507063,Andreas Hesse,Andreas Hesse,unverändert,Studenwärter,,,,,,,,,,,,,
Studerei-Bediente,Q506825,,Q507378,Simon Heß,Simon Heß,unverändert,Studenhirt,,,,,,,,,,,,,
Studerei-Bediente,Q506825,,Q507386,Johann Michael Tarr,Johann Michael Tarr,unverändert,Folenhirt,,,,,,,,,,,,,
Studerei-Bediente,Q506825,,Q507407,Johann Dietsch,Johann Dietsch,unverändert,Hengsthirt,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507005,Hanß Georg von der Gablenz,Hanß Georg von der Gablenz,unverändert,Oberlandjägermeister zu Altenburg,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507322,Hanniball Caspar von Schmerzing,Hanniball Caspar von Schmerzing,unverändert,Landjägermeister zu Hummelshayn,,,,,,Freyherr,,,,,,,
Herzogliche Jägerei,Q506794,,Q507348,Wilhelm Adolph von Stutterhayn,Wilhelm Adolph von Stutterhayn,unverändert,Cammerherr,Oberforstmeister zu Kloster Lausnitz,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507777,Wolf Gottfried Jarislaw von Prittwitz,Wolf Gottfried Jarislaw von Prittwitz,unverändert,Cammerherr,Oberforstmeister zu Georgenthal,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507968,Friedrich Leopold von Hahn,Friedrich Leopold von Hahn,unverändert,Cammerherr,Oberforstmeister zu Schwarzwald,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507835,Johann Adolph Cristian von Utterrodt,Johann Adolph Cristian von Utterrodt,unverändert,Oberforstmeister zu Tabarz,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507803,Hanß Friedrich von der Gablenz,Hanß Friedrich von der Gablenz,unverändert,Oberforstmeister der hiesingen Land Forste,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,Q507806,Friedrich Christian von Tümmel,Friedrich Christian von Tümmel,andere Qualli,Cammer und Jagdjunker,,,,,,,,,,,,,
Herzogliche Jägerei,Q506794,,,Friedrich Heinrich Becker,Friedrich Heinrich Becker,unverändert,Oberforst-Commissar,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,Q507124,,,weg,Oberforst-Commissar,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,Q507565,Christian Wilhelm Hofmann,Christian Wilhelm Hofmann,unverändert,Forst-Comissar,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,Q513372,Johann Andreas Schneider,Johann Andreas Schneider,unverändert,Forst-Comissar,,,,,,,,,,,,,
Forst-Commissarien,Q506849,,,,,,,,,,,,,,,,,,,
Forst-Schreiber,Q506851,,Q507127,,,weg,,,,,,,,,,,,,,
Holzverwalter,Q506855,,Q156328,Gottfried Carl Kummer,Gottfried Carl Kummer,unverändert,Holzverwalter,,,,,,,,,,,,,
Holzverwalter,Q506855,,Q507782,Johann Adolph Christian Greß,Johann Adolph Christian Greß,unverändert,Holzverwalter,,,,,,,,,,,,,
Wildmeister,Q506804,,Q507027,Wolf Gottfried Clauder,Wolf Gottfried Clauder,andere Qualli,Wildmeister zurFrölichen Wirerkunft,,,,,,,,,,,,,
Wildmeister,Q506804,,Q507771,Johann Jacob Gundermann,,weg,Wildmeister,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507106,Johann Gottfried Clauder,,weg,Oberförster,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507483,Johann Ernst Voigt,,weg,Oberförster,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q160647,Johann Andreas Clauder,,weg,Oberförster,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513372,Johann Andreas Schneider,Johann Andreas Schneider,unverändert,Oberjäger,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507859,Johann Georg Clauder,Johann Georg Clauder,andere Qualli,Oberförster in  Klein Schlkalden,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507337,Joseph Lindner,Joseph Lindner,andere Qualli,Oberförster zu Zella,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507451,Friedrich Wilhelm Bube,Friedrich Wilhelm Bube,andere Qualli,Oberförster zu Bittstädt,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513379,Johann Friedrich Waitz,Johann Friedrich Waitz,andere Qualli,Oberförster zu Stunzhauß,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507793,Johann Andreas Großgebauer,Johann Andreas Großgebauer,andere Qualli,Oberförster zu Gräfenhau,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513380,Johann Christoph Braun,Johann Christoph Braun,andere Qualli,Oberförster zu Arlsberg,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507548,Johann Gabriel König,Johann Gabriel König,andere Qualli,Oberförster,Hofjäger,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q507488,Friedrich Wilhelm Bube,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,,Johann Heinrich Preißling,Johann Heinrich Preißling,andere Qualli,Oberförster zu Tonna,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,Q513392,Johann Christian König,Johann Christian König,andere Qualli,Oberförster in der Ruhla,,,,,,,,,,,,,
Oberförster im Herzogtum Gotha,Q506839,,,,Siegfried August Mackensee,andere Qualli,Oberförster zu Volkenroda,,,,,,,,Siegfried,August,,,,Mackensee
Oberförster im Herzogtum Altenburg,Q506858,,Q507121,Johann Friedrich Wend,Johann Friedrich Wend,andere Qualli,Oberförster zu Treben,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507695,Christian Wilhelm Hartung,Christian Wilhelm Hartung,andere Qualli,Oberförster zu Niederleupten,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507349,Johann Gottfied Merkel,Johann Gottfied Merkel,andere Qualli,Oberförster zu St.Gangloff,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507362,Jobst Heinrich Jäger,,,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507863,Johann Günter Rothe,Johann Günter Rothe,andere Qualli,Oberförster zu Uhlstädt,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507329,Johann Wolfgang Meißner,Johann Wolfgang Meißner,andere Qualli,Oberförster zu Saasa,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,Franz Julius Bonde,neu,Oberförster zu Mörsdorf,,,,,,,,Franz,Julius,,,,Bonde
Oberförster im Herzogtum Altenburg,Q506858,,,,Johann Michael Jäger,neu,Oberförster zu Quirla,,,,,,,,Johann,Michael,,,,Jäger
Oberförster im Herzogtum Altenburg,Q506858,,Q507869,Johann Wilhelm Immisch,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,Johann Friedrich Hattstedt,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,Johann Gottlob Treutzsch,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,Heinrich Anton Clander,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,Q507385,Johann Wilhelm Hesselbarth,,weg,,,,,,,,,,,,,,
Oberförster im Herzogtum Altenburg,Q506858,,,Johann Heinrich Meißner,,weg,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q14453,Johann Heinrich Schmidt,Johann Heinrich Schmidt,andere Qualli,zu Großtabarz,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507315,Johann Ernst Waitz,Johann Ernst Waitz,andere Qualli,zu Crawinkel,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507562,Friedrich Christian Trautmann,Friedrich Christian Trautmann,andere Qualli,zu Finsterberge,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507325,Heinrich Georg Schramm,Heinrich Georg Schramm,andere Qualli,zu Georgenthal,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507609,Siegfried August Mackensee,,weg,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507967,Christian Lösch,Christian Lösch,andere Qualli,zu Ichtershausen,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507426,Johann Ernst Löber,Johann Ernst Löber,andere Qualli,zu Riechheim,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507641,Johann Friedrich Orphal,Johann Friedrich Orphal,andere Qualli,zu Tambach,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507774,Johann Heinrich Gundermann,Johann Heinrich Gundermann,andere Qualli,zu Dörrberg,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q193013,Johann Christian Waitz,Johann Christian Waitz,andere Qualli,zu Goldbach,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507431,Johann Ludwig Burkas,Johann Ludwig Burkas,andere Qualli,zu Friedrichswerth,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507761,Ernst Daniel Bauer,Ernst Daniel Bauer,andere Qualli,zu Waltershausen,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507872,Christian Daniel Schumann,Christian Daniel Schumann,andere Qualli,zu Reinstädt,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,,Johann Wilhelm Schilbach,Johann Wilhelm Schilbach,unverändert,Büchsenspanner,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507490,Nicolaus Heinrich Preißing,Nicolaus Heinrich Preißing,andere Qualli,Grenzjäger zu Töttelstädt,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q23587,Johann Heinrich Voigt,,unverändert,Forst-Substiut,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507852,Christian Wilhelm Clauder,Christian Wilhelm Clauder,andere Qualli,Forst-Substiut zu Winterstein,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507430,Friedrich Ernst Waitz,Friedrich Ernst Waitz,unverändert,Forst-Substiut zu Reinstädt,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,,Johann Jacob Schumann,,weg,,,,,,,,,,,,,,
Forstbediente im Herzogtum Gotha,Q506847,,Q507334,Christoph Jacob Liebe,Christoph Jacob Liebe,unverändert,Forstläufer zu Arelsberg,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507132,,,weg,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507366,Johann Michael Jäger,Johann Michael Jäger,andere Qualli,zu Kloster Laußnitz,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507575,Franz Julius Bonde,,unverändert,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507335,Johann August Meißner,,unverändert,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507547,Veit Christian Kleinsteuber,Veit Christian Kleinsteuber,andere Qualli,zu Königshofen,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507531,Johann August Friedrich Koch,Johann August Friedrich Koch,andere Qualli,zu Wilchwitz,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,,Daniel Clauder,neu,zu Tautenhayn,,,,,,,,Daniel,,,,,Clauder
Forstbediente im Herzogtum Altenburg,Q506858,,,,Wilhelm Gräßler,neu,Fasanen-Jäger zu Luccan,,,,,,,,Wilhelm,,,,,Gräßler
Forstbediente im Herzogtum Altenburg,Q506858,,,,Johann Christian Böttger,neu,Grenzschütz zu Camburg,,,,,,,,Johann,Christian,,,,Böttger
Forstbediente im Herzogtum Altenburg,Q506858,,,,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507581,Johann Christoph Böttger,,weg,Grenzschütz zu Camburg,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507861,Johann Ernst Clauder,Johann Ernst Clauder,andere Qualli,Hegerreuter zu Gößnitz,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507584,Johann Friedrich Böttger,Johann Friedrich Böttger,andere Qualli,Substius zu Camburg,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507865,Johann Daniel Clauder,,weg,Grenzschütz,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,,,,Johann Wilhelm Gräßler,,weg,Fasanjäger,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Johann Heinrich Backhusius,Johann Heinrich Backhusius,andere Qualli,Grenzschütz zu Garbisdorf,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507866,Georg Christian Immisch,Georg Christian Immisch,unverändert,Jagt-Chirurgus,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Johann Christian August Hattstedt,Johann Christian August Hattstedt,andere Qualli,Zeugwärter,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507345,,,weg,Zeugknecht,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,Q507619,Andreas Erler,Andreas Erler,unverändert,Zeugschneider,,,,,,,,,,,,,
Forstbediente im Herzogtum Altenburg,Q506858,,,Johann Christoph Lademann,Johann Christoph Lademann,andere Qualli,"Jagdschneider , ",Zeugschneider,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Wilhelm von Rotberg,Wilhelm von Rotberg,unverändert,Wirklicher Geheimer Rath,Oberforstmeister,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Wilhelm Ludwig von der Gablenz,Wilhelm Ludwig von der Gablenz,unverändert,Cammer-Herr,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Carl Levin Otto von Leuthe,Carl Levin Otto von Leuthe,andere Qualli,Cammer-Junker,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Wolfgang Carl Ferdinand Händel von Kämmingsdorf,,weg,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Carl Casimir von Boden,,weg,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Heinrich Friedrich Moritz Senff von Pilsach,Heinrich Friedrich Moritz Senff von Pilsach,unverändert,Pages,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Friedrich Heinrich Wilke,Friedrich Heinrich Wilke,unverändert,Cammerdiener,Leibschneider,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Johann Georg Salomon Albrecht,Johann Georg Salomon Albrecht,unverändert,Cammerdiener,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Georg Christian Wenig,Georg Christian Wenig,unverändert,Cammer-Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Johann Andreas Jödike,Johann Andreas Jödike,andere Qualli,Confiseur,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Samuel Andreas Ritter,Samuel Andreas Ritter,unverändert,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Jacob Heinrich Irrgang,Jacob Heinrich Irrgang,unverändert,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Jacob Brenninge,Jacob Brenninge,unverändert,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Johann Georg Betz,Johann Georg Betz,unverändert,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,,,weg,Laquais,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Johann Simon Reichenbach,Johann Simon Reichenbach,unverändert,Laufer,,,,,,,,,,,,,
Altenburg Hochfl. Durchlaucht,,,,Johann Heinrich Hofmann,Johann Heinrich Hofmann,unverändert,Laquais,,,,,,,,,,,,,
