unmittelbare Anstellung,Q506999,,Q-1770 Person,1771,1772,neu / weg / unverändert / andere Quali,Qualifikation 1,Qualifikation 2,Qualifikation 3,Qualifikation 4,,Ort,Titel,Adlesrang,Vorname1,Vorname2,Vorname3,Vorname4,Vorname5,Nachname
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,,,,,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,,,,,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507280,Johann Caspar Raman,Johann Caspar Raman,unverändert,Cammer-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,,,,,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507282,Johann Matthäus Rommel,Johann Matthäus Rommel,unverändert,Land-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507283,Johann Benjamin Gotthilf Stern,Johann Benjamin Gotthilf Stern,unverändert,Land-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q157002,Johann Christian Voigt,Johann Christian Voigt,unverändert,Cammer-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q508015,Johann Ludwig Gleditsch,Johann Ludwig Gleditsch,unverändert,Forst-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507284,Friedrich Ludwig Thomä,Friedrich Ludwig Thomä,unverändert,Cammer-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507285,Samuel Friedrich Böttner,Samuel Friedrich Böttner,unverändert,Geleits-Secretarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,,Rudolph Friedrich Schmidt,neu,Weg-Baumeister,,,,,,,,Rudolph,Friedrich,,,,Schmidt
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507286,Rathangel Gotthelf Träger,Rathangel Gotthelf Träger,unverändert,Wegbau-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q157178,Johann Friedrich Benedict Albrecht,Johann Friedrich Benedict Albrecht,unverändert,Land-Polizei-Inspector,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,,,,,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,,,,,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507288,Friedrich Carl August Enger,Friedrich Carl August Enger,unverändert,Land-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507289,Johann Röhler,Johann Röhler,unverändert,Land-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507290,Johann Heinrich Madelung,Johann Heinrich Madelung,unverändert,Steuer-Secretar,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507291,Anton Andreas Cramer,Anton Andreas Cramer,unverändert,Secretarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507292,Theodor Friedrich Fischer,Theodor Friedrich Fischer,unverändert,Secretarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q36213,Johann Friedrich Schröder,Johann Friedrich Schröder,unverändert,Secretarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,Jacob Friedrich Hartmann,Jacob Friedrich Hartmann,unverändert,Regierungs-Secretar,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507293,Johann Heinrich Jacobi,Johann Heinrich Jacobi,unverändert,Cammer-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,Christian Gottfried Freisleben,Christian Gottfried Freisleben,unverändert,Commissions Secretarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507294,Johann Friedrich Benjamin Krügelstein,,weg,Registrator,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,August Wilhelm Herrmann,August Wilhelm Herrmann,unverändert,Tranksteuer-Commissar,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q507279,Ambrosius Jacob Möller,Ambrosius Jacob Möller,unverändert,Actuarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q154980,Christian Heinrich Cramer,Christian Heinrich Cramer,unverändert,Commissions Actuar,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,Q513410,Johann Löhner,Johann Löhner,unverändert,Cammerguts-Verwalter,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,Johann Friedrich Otto,Johann Friedrich Otto,unverändert,Land-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,Johann Gottfried Reinhard,Johann Gottfried Reinhard,unverändert,Land-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,Johann August Ernst Richter,Johann August Ernst Richter,unverändert,Land-Commissarius,,,,,,,,,,,,,
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,,Johann Paul Völker,neu,Land-Policey-Inspector,,,,,,,,Johann,Paul,,,,Völker
Verschiedene andere bei keinem Collegio angewiesene Räthe und Bediente,Q506781,,,,Johann Anton Gottfried Wechmar,neu,Land-Commissarius,,,,,,,,Johann,Anton,Gottfried,,,Wechmar
Sämtliche Herren Ober und Amtshauptleute im Herzogtum Gotha,Q506783,,Q507295,Hans Adam von Stundnitz,Hans Adam von Stundnitz,andere Quali,Ober Hofmarschall,Wirklicher geheimer Rath,Amtsmann zu Tenneberg und Reinhardsbrunn,,,,Seine Exellenz,,,,,,,
Sämtliche Herren Ober und Amtshauptleute im Herzogtum Gotha,Q506783,,Q506996,Friedrich von Schwarzenfels,Friedrich von Schwarzenfels,unverändert,Wirklicher Geheimer Rath,Cammer-Präsident,Altenburgischer Landschafts-Direktor,Ober-Steuereinnehmer,Amtshauptmann zu Ichtershausen und Wachsenburg,,Seine Exellenz,,,,,,,
Sämtliche Herren Ober und Amtshauptleute im Herzogtum Gotha,Q506783,,Q507296,,,weg,Geheimer Rath,,,,,,,,,,,,,
Sämtliche Herren Ober und Amtshauptleute im Herzogtum Gotha,Q506783,,,,,weg,,,,,,,Seine Exellenz,,,,,,,
Sämtliche Herren Ober und Amtshauptleute im Herzogtum Gotha,Q506783,,Q507298,"Johann Ludwig von Wangenheim, genannt Bechtolsheim","Johann Ludwig von Wangenheim, genannt Bechtolsheim",unverändert,Ober-Amtshauptmann zu Georgenthal,,,,,,,,,,,,,
Sämtliche Herren Ober und Amtshauptleute im Herzogtum Gotha,Q506783,,Q507299,Friedrich Carl Adam von Schwarzenfels,Friedrich Carl Adam von Schwarzenfels,unverändert,Ober-Amtshauptmann zu Tonna,,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q506757,,,,,,,,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q506757,,Q162558,Emanuel Christoph Klüpfel,Emanuel Christoph Klüpfel,unverändert,Consistorial-Rath,,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q506757,,Q507300,Anton Ludwig Vippach,Anton Ludwig Vippach,andere Quali,Secretar,Kassierer,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q511107,,,Ernst August von Stundnitz,Ernst August von Stundnitz,unverändert,Wirklicher Geheimer Rat,Canzler,Director,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q511107,,Q507054,Johann George Brückner,,weg,Consistorial-Rath,Hof-Prediger,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q511107,,Q42093,Johann Adam Löw,Johann Adam Löw,unverändert,Consistorial-Rath,General-Superintendens,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q511107,,Q192534,Heinrich Christoph Bertuch,Heinrich Christoph Bertuch,unverändert,Hofrath,SteuerAssessor,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q511107,,,Johann Wilhelm Zinkeisen,Johann Wilhelm Zinkeisen,unverändert,Cammer Rath,,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q511107,,Q507166,Johann Ordloph Schierschmidt,Johann Ordloph Schierschmidt,unverändert,Hofrath,Amtsmann,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q511107,,Q507185,Caspar Hermann Stieler,Caspar Hermann Stieler,unverändert,Hofrath,Bürgermeister,,,,,,,,,,,,
Herzogliche Commission zur Aufsicht über die Milde Casse,Q511107,,Q507182,Johann Wilhelm Dürfeld,Johann Wilhelm Dürfeld,unverändert,Rathsmann,Handelmann,,,,,,,,,,,,
Rechnungsführer,Q506763,,,Johann Heinrich Schober,Johann Heinrich Schober,unverändert,Waisenhaus-Kassierer,,,,,,,,,,,,,
Verordnete bei der Stiftskirche und Waisenhausschule,Q506785,,Q41514,Christian Wilhelm Bauße,Christian Wilhelm Bause,andere Quali,Consistorial-Assessor,Hofprediger,Stiftsprediger,,,,,,,,,,,
Verordnete bei der Stiftskirche und Waisenhausschule,Q506785,,,Heinrich Friedrich Catterfeld,Heinrich Friedrich Catterfeld,unverändert,Waisen-Praeceptor,,,,,,,,,,,,,
Bediente zum Waisenhause,Q506756,,Q506998,Johann Valentin Flittner,Johann Valentin Flittner,unverändert,Oeconomus,,,,,,,,,,,,,
Bediente zum Waisenhause,Q506756,,Q513323,Friedrich Gottlieb Haage,Friedrich Gottlieb Haage,unverändert,Waisenvater,,,,,,,,,,,,,
Bediente zum Waisenhause,Q506756,,Q513396,Johann Christian Schneegaß,Johann Christian Schneegaß,andere Quali,Schneider,Pförtner,,,,,,,,,,,,
Bediente zum Waisenhause,Q506756,,,,Johann Nicolaus Reichenbach,neu,Zuchtmeister,,,,,,,,Johann,Nicolaus,,,,Reichenbach
Bediente beim Zuchthaus,Q506755,,Q506997,Johann Peter Bühren,,unverändert,Zuchtmeister,,,,,,,,,,,,,
,Q506760,,,,,,,,,,,,,,,,,,,
,Q506760,,Q192534,,,weg,Hof-Rath,,,,,,,,,,,,,
Ober-Policey- und Manufactur-Commissarius,Q506778,,Q507022,Johann Friedrich Hartmann,Johann Friedrich Hartmann,unverändert,,,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,Q507112,Ernst August von Studenitz,Ernst August von Studenitz,unverändert,Wirklicher Geheimer Rath,Canzler,Präses,,,,Seine Exellenz,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,,,,,,,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,Q42093,Johann Adam Löw,Johann Adam Löw,unverändert,Consistorialrath,General Superintendens,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,Q507170,Johann Christoph Westhof,Johann Christoph Westhof,unverändert,Kriegsrath,,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,,Johann Wilhelm Zinkeisen,Johann Wilhelm Zinkeisen,unverändert,Cammer Ratrh,,,,,,,,,,,,,
Herzogliche Allmosen_Commission,Q506772,,,Johann Gottfried Rischwitz,Johann Gottfried Rischwitz,unverändert,Major,,,,,,,,,,,,,
Allmosenschreiber,Q511108,,,,,weg,Registrator,,,,,,Allmosenschreiber,,,,,,,
,,,,Johann Christoph Baumann,Johann Christoph Baumann,unverändert,Commissions Actuarius,,,,,,,,,,,,,
Allmosenschreiber,Q511108,,Q192809,,,weg,,,,,,,,,,,,,,
Collegium Medicum zu Gotha,Q506768,,Q23605,Johann Caspar Sulzer,Johann Caspar Sulzer,unverändert,Hofrath,Leib-Medicus,,,,,Dr.,,,,,,,
Collegium Medicum zu Gotha,Q506768,,Q507964,Ernst Friedrich Krüngelhein,Ernst Friedrich Krüngelhein,unverändert,Hofrath,Leib-Medicus,Stadt-Physikus,Amts-Physikus,,,Dr.,,,,,,,
Collegium Medicum zu Gotha,Q506768,,,D. Friedrich Büchner,Friedrich Büchner,unverändert,Rath,Leib-Medicus,,,,,Dr.,,,,,,,
Collegium Medicum zu Gotha,Q506768,,Q156476,Heinrich Christian Dürfeld,Heinrich Christian Dürfeld,unverändert,Land-Physikus,,,,,,Dr.,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q507057,Johann Ordolph Schierschmidt,Johann Ordolph Schierschmidt,unverändert,Hof-Rath,Amtmann,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q507417,Christian Ludwig Wachler,Christian Ludwig Wachler,unverändert,Rath,Amts-Adjunctus,Landrichter,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q507772,Georg David Pleißner,Georg David Pleißner,unverändert,Amts-Commissarius,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q42093,,,weg,Amts-Registrator,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,,Johann Esaias Sauerbrey,Johann Esaias Sauerbrey,andere Qualli,Amts-Registrator,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q192946,Christian Carl Bause,Christian Carl Bause,unverändert,Amts-Accessist,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,,Christian Ludwig Scharf,Christian Ludwig Scharf,andere Quali,Amts-Accessist,,,,,,,,,,,,,
Herzogliches Amt zu Gotha,Q506765,,Q42093,Johann Adam Löw,Johann Adam Löw,unverändert,Consistorialrath,General-Superintendens,Pastor primarius,,,,,,,,,,,
Geistliches Untergericht zu Gotha,Q506770,,Q507057,Johann Ordolph Schierschmidt,Johann Ordolph Schierschmidt,unverändert,Hofrath,Amtmann,,,,,,,,,,,,
Geistliches Untergericht zu Gotha,Q506770,,Q507185,Caspar Hermann Stieler,Caspar Hermann Stieler,unverändert,Hofrath,Bürgermeister,,,,,,,,,,,,
Geistliches Untergericht zu Gotha,Q506770,,Q98354,Johann Wilhelm Madelung,Johann Wilhelm Madelung,unverändert,Regieruns-Fiscal,Hofadvocat,Bürgermeister,,,,,,,,,,,
Actuarius,Q506754,,Q513386,Johann Christian Heß,Johann Christian Heß,andere Quali,,,,,,,,,,,,,,
Actuarius,Q506754,,Q507469,Friedrich Elias Waitz,Friedrich Elias Waitz,unverändert,Kassierer,,,,,,,,,,,,,
Actuarius,Q506754,,Q507459,Johann George Hildebrand,Johann George Hildebrand,unverändert,Ministratur-Collector,,,,,,,,,,,,,
Actuarius,Q506754,,Q507837,Johann Andreas Kachel,Johann Andreas Kachel,unverändert,Collectur-Diener,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q42093,Johann Adam Löw,Johann Adam Löw,unverändert,Consistorialrath,General-Superintendens,Pastor primarius,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q42288,Johann Conrad Möller,Johann Conrad Möller,unverändert,Archi-Diaconus,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q42636,Johann Philipp Anthing,Johann Philipp Anthing,unverändert,Diaconus,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q41945,Heinrich Friedrich Siegmund Grosch,Heinrich Friedrich Siegmund Grosch,unverändert,Diaconus,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q42628,Johann Paul Heinrich,Johann Paul Heinrich,unverändert,Garnison-Prediger,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,,Johann Wilhelm Hodermann,neu,Hospital-Prediger,,,,,,,,Johann,Wilhelm,,,,Hodermann
Stadt-Ministerium zu Gotha,Q506784,,,Christian Gottlieb Ludwig,,weg,Hospital-Prediger,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,Johann Christian Ziegeldecker,Johann Christian Ziegeldecker,unverändert,Stadt Cantor,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q507445,Johann Ambrosius Gläser,Johann Ambrosius Gläser,unverändert,Garnison-Cantor,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q507320,Heinrich Gotthelf Walther,Heinrich Gotthelf Walther,unverändert,Stadt-Kirchner,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q192812,Christian Friedrich Härlein,Christian Friedrich Härlein,unverändert,Stadt-Kirchner,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,Q507686,Johann Ludwig Bckhaus,,weg,Stadt-Organist,,,,,,,,,,,,,
Stadt-Ministerium zu Gotha,Q506784,,,,Johann  Andreas Kellner,neu,Stadt-Organist,,,,,,,,Johann,Andreas,,,,Kellner
Stadt-Ministerium zu Gotha,Q506784,,Q507462,Johann Christoph Hofmann,Johann Christoph Hofmann,unverändert,Stadt-Musicus instrument,,,,,,,,,,,,,
Kirchen-Vorsteher,Q506776,,Q507116,Christian Balthasar Breithaupt,Christian Balthasar Breithaupt,unverändert,zu St. Augustin,,,,,,,,,,,,,
Kirchen-Vorsteher,Q506776,,Q507182,Johann Wilhelm Dürfeld,Johann Wilhelm Dürfeld,unverändert,zu St. Margarethä,,,,,,,,,,,,,
Bürgermeister,Q506872,,Q507185,Caspar Hermann Stieler,Caspar Hermann Stieler,unverändert,Hofrath,,,,,,,,,,,,,
Bürgermeister,Q506872,,Q98354,Johann Wilhelm Madelung,Johann Wilhelm Madelung,unverändert,Regieruns-Fiscal,,,,,,,,,,,,,
Bürgermeister,Q506872,,Q157196,Johann Friedrich Freytag,Johann Friedrich Freytag,unverändert,ord. Hofadvocat,,,,,,,,,,,,,
Bürgermeister,Q506872,,Q507041,Ludwig Ernst Wilhelm Hessen,Ludwig Ernst Wilhelm Hessen,unverändert,Rath,extra ord. Hofadvocat,,,,,,,,,,,,
Prokonsul,Q506810,,Q507032,Christoph Heinrich Möller,Christoph Heinrich Müller,anderer FN,Hofadvocat,Ober-Stadtschreiber,,,,,,,,,,,,
Vice-Prokonsul,Q506801,,Q192895,Johann Andreas Gerlach,,weg,Hofadvocat,Ober-Stadtschreiber,,,,,,,,,,,,
Rathsherren,Q506811,,Q507035,Johann Georg Maurer,Johann Georg Maurer,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507182,Johann Wilhelm Dürfeld,Johann Wilhelm Dürfeld,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q259369,Georg Friedrich Wenig,Georg Friedrich Wenig,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507630,Matthäus Gottfried Arnold,Matthäus Gottfried Arnold,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507630,,,weg,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Johann Heinrich Stopfel,Johann Heinrich Stopfel,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q513375,Johann Georg Frey,Johann Georg Frey,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507910,Fiedrich Tobias Gatzert,Fiedrich Tobias Gatzert,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507116,Christian Balthasar Breithaupt,Christian Balthasar Breithaupt,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Samuel Matthäus Heidenreich,,weg,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Christian Samuel Ehelöb,Christian Samuel Ehelöb,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q513173,Johann Georg Hildebrand,Johann Georg Hildebrand,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,Johann Matthäus Bertuch,Johann Matthäus Bertuch,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,,,,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q161767,Johann Adolph Seyfarth,Johann Adolph Seyfarth,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q262916,Friedrich Frühauff,Friedrich Frühauff,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q259407,Johann Friedrich Eckardt,Johann Friedrich Eckardt,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q507458,Johann Adolph Hild,Johann Adolph Hild,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q77947,Georg Tobias Bieber,Georg Tobias Bieber,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,Q192848,Johann Christoph Baumann,Johann Christoph Baumann,unverändert,,,,,,,,,,,,,,
Rathsherren,Q506811,,,,Johann Christian Klug,neu,,,,,,,,,Johann,Christian,,,,Klug
Ober-Stadtschreiberei,Q506798,,Q192895,Johann Andreas Gerlach,Johann Andreas Gerlach,unverändert,Hofadvocat,Vice Proconsul,Ober-Stadtschreiber,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q507377,Johann Christian Heß,Johann Christian Heß,andere Quali,Geistlicher Untergericht,Vormundschafts-Actuarius,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q192848,Johann Christoph Baumann,Johann Christoph Baumann,andere Quali,Commissions-Acttuarius,Billetirer,Allmosenschreiber,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q507436,Friedrich Gottfried Eisser,Friedrich Gottfried Eißer,unverändert,Acttuarius,Rathsschreiber,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q192907,Johann Friedrich Möller,Johann Friedrich Möller,unverändert,Archiv Acttuarius,Rathsschreiber,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,,Johann Friedrich Gewalt,Johann Friedrich Gewalt,unverändert,Raths-Copist,,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,Q192839,,,weg,Accebist,,,,,,,,,,,,,
Ober-Stadtschreiberei,Q506798,,,Johann Heinrich Keil,Johann Heinrich Keil,unverändert,Accetzist,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,,,Johann Georg Maurer,neu,Cämmerer,,,,,,,,Johann,Georg,,,,Maurer
Rats-Cämmerer,Q506812,,,,Georg Friedrich Wenig,neu,Cämmerer,,,,,,,,Georg,Friedrich ,,,,Wenig
Rats-Cämmerer,Q506812,,,,Johann Wilhelm Geitner,neu,Unter-Stadtschreiber,,,,,,,,Johann,Wilhelm,,,,Geitner
Rats-Cämmerer,Q506812,,Q507182,Johann Wilhelm Dürfeld,,weg,Cämmerer,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,,Johann Heinrich Stopfel,,weg,Cämmerer,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q507440,Johann Jacob Gewalt,,weg,Unter-Stadtschreiber,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q507894,Johann Wilhelm Seitner,,weg,Unter-Stadtschreiber,Substitut,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q507533,Ernst August Arnold Schöffer,Ernst August Arnold Schöffer,unverändert,,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q507463,Johann Heinrich Phillipp Hofmann,Johann Heinrich Phillipp Hofmann,unverändert,Acceffist,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,,,Friedrich August Bause,neu,Bau-Inspector,,,,,,,,Friedrich,August,,,,Bause
Rats-Cämmerer,Q506812,,,,Johann Nicolaus Möller,neu,Raths-Hausvoigt,,,,,,,,Johann,Nicolaus,,,,Möller
Rats-Cämmerer,Q506812,,Q156010,,,weg,Bau-Inspector,,,,,,,,,,,,,
Rats-Cämmerer,Q506812,,Q513420,,,weg,Raths-Hausvoigt,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q78312,Johann Heinrich Stuß,Johann Heinrich Stuß,unverändert,Rector emeritus,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,,Johann Gottfried Geißler,Johann Gottfried Geißler,unverändert,Rector,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q23543,Heinrich Blumenbach,Heinrich Blumenbach,andere Quali,Prorector,Professor ordinarius Classis Selectä,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q156901,Johann Carl Baumeister,Johann Carl Baumeister,unverändert,Professor ,Conrektor,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q78272,Johann Georg Sterzing,Johann Georg Sterzing,unverändert,Inspector,Cönobii,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507962,Johann Jacob Löhnert,Johann Jacob Löhnert,unverändert,Subconrektor,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q459052,M. Nicolaus David Briegleb,M. Nicolaus David Briegleb,unverändert,Colaborator,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,,Johann Christoph Sparr,Johann Christoph Sparr,unverändert,Präceptor Class III.,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q459052,Johann Christian Ziegeldecker,Johann Christian Ziegeldecker,unverändert,Cantor,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,,,,weg,,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q192752,Johann Georg Kirsten,Johann Georg Kirsten,unverändert,Präceptor Class IV.,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,#N/A,,,weg,,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q258686,Johann Christoph Görlach,Johann Christoph Görlach,unverändert,Präceptor Class V.,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507607,Johann Jacob Machelet,Johann Jacob Machelet,unverändert,Präceptor Class VI.,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q465340,Johann Andreas Güthe,Johann Andreas Güthe,unverändert,Präceptor Class VII.,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507480,Simon Tümpel,Simon Tümpel,unverändert,bei der Mägtelein-Schule,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q257457,Albrecht Jacob Blumenau,Albrecht Jacob Blumenau,unverändert,bei der Mägtelein-Schule,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507301,Johann Valentin Ackermann,Johann Valentin Ackermann,unverändert,Oeconmus im Coenobio,,,,,,,,,,,,,
Gymnasium illustre zu Gotha,Q506791,,Q507561,Christoph Nicol Thieil,Christoph Nicol Thieil,unverändert,Einheizer,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507069,Engelke von Plessen,Engelke von Plessen,unverändert,Cammerherr,,,,,,,,,,,,,
Cammerherren,Q506908,,Q507991,Heinrich Gottfried von Selzer,Heinrich Gottfried von Selzer,unverändert,Cammerherr,General-Major,,,,,,,,,,,,
Cammerherren,Q506908,,,,Wilhelm Adolph von Stutterheim,neu,Cammerherr,Oberforstmeister,,,,,,,Wilhelm,Adolph,,,,von Stutterheim
